Index,Value
296,14
297,2
298,85
299,2
300,69
301,46
302,53
303,12
304,98
305,92
306,7
307,46
308,79
309,18
310,67
311,46
312,14
313,30
314,25
315,87
316,35
317,86
318,81
319,86
320,52
321,59
322,37
323,38
324,38
325,62
326,63
327,65
328,30
329,6
330,85
331,80
332,83
333,55
334,13
335,67
336,65
337,20
338,50
339,11
340,54
341,76
342,91
343,86
344,46
345,85
346,21
347,90
348,75
349,87
350,80
351,44
352,15
353,2
354,73
355,13
356,33
357,41
358,22
359,87
360,71
361,40
362,41
363,58
364,32
365,65
366,48
367,73
368,59
369,20
370,57
371,61
372,69
373,98
374,58
375,99
376,79
377,83
378,20
379,76
380,39
381,62
382,80
383,89
384,72
385,89
386,1
387,49
388,82
389,59
390,17
391,30
392,88
393,1
394,52
395,63
396,51
397,87
398,26
399,31
400,54
401,31
402,52
403,5
404,81
405,64
406,36
407,75
408,5
409,61
410,33
411,60
412,62
413,2
414,79
415,60
416,66
417,19
418,74
419,95
420,29
421,45
422,63
423,15
424,6
425,51
426,65
427,29
428,32
429,99
430,95
431,52
432,34
433,75
434,52
435,49
436,85
437,32
438,52
439,62
440,46
441,35
442,19
443,39
444,75
445,13
446,16
447,20
448,14
449,53
450,8
451,36
452,31
453,36
454,40
455,30
456,53
457,10
458,44
459,48
460,0
461,62
462,96
463,9
464,35
465,45
466,68
467,15
468,86
469,51
470,55
471,56
472,88
473,52
474,83
475,95
476,93
477,16
478,26
479,16
480,90
481,54
482,76
483,38
484,31
485,99
486,10
487,83
488,94
489,48
490,26
491,83
492,27
493,46
494,55
495,50
496,73
497,28
498,65
499,18
500,63
501,99
502,61
503,26
504,67
505,71
506,39
507,68
508,42
509,81
510,67
511,95
512,93
513,77
514,56
515,81
516,55
517,16
518,84
519,6
520,0
521,60
522,32
523,64
524,69
525,43
526,62
527,36
528,43
529,29
530,99
531,76
532,35
533,46
534,10
535,85
536,19
537,68
538,23
539,77
540,82
541,39
542,50
543,23
544,26
545,80
546,98
547,89
548,3
549,26
550,61
551,23
552,38
553,75
554,85
555,13
556,53
557,67
558,90
559,29
560,92
561,78
562,93
563,5
564,2
565,45
566,13
567,88
568,82
569,1
570,26
571,56
572,59
573,46
574,24
575,87
576,30
577,32
578,11
579,43
580,84
581,9
582,99
583,93
584,15
585,13
586,71
587,27
588,92
589,42
590,27
591,12
592,53
593,54
594,88
595,5
596,35
597,25
598,35
599,22
600,18
601,51
602,59
603,39
604,82
605,70
606,91
607,31
608,7
609,33
610,31
611,23
612,59
613,8
614,91
615,34
616,71
617,80
618,17
619,76
620,6
621,27
622,36
623,96
624,78
625,76
626,51
627,97
628,56
629,88
630,38
631,45
632,89
633,90
634,6
635,55
636,70
637,74
638,27
639,47
640,72
641,72
642,7
643,71
644,49
645,98
646,67
647,5
648,70
649,45
650,76
651,81
652,13
653,74
654,3
655,11
656,28
657,61
658,40
659,55
660,99
661,79
662,70
663,9
664,91
665,44
666,9
667,91
668,74
669,2
670,60
671,19
672,78
673,15
674,54
675,44
676,5
677,32
678,23
679,40
680,45
681,19
682,79
683,28
684,41
685,99
686,11
687,55
688,58
689,70
690,40
691,13
692,47
693,68
694,49
695,4
696,39
697,20
698,22
699,24
700,16
701,8
702,44
703,75
704,68
705,57
706,81
707,88
708,16
709,56
710,80
711,64
712,63
713,48
714,92
715,25
716,0
717,16
718,91
719,99
720,76
721,89
722,82
723,42
724,52
725,14
726,84
727,21
728,50
729,26
730,37
731,65
732,46
733,61
734,36
735,83
736,89
737,23
738,48
739,42
740,72
741,58
742,34
743,46
744,43
745,58
746,77
747,70
748,70
749,38
750,83
751,33
752,35
753,76
754,32
755,67
756,85
757,69
758,17
759,40
760,80
761,2
762,55
763,74
764,36
765,1
766,92
767,36
768,90
769,41
770,58
771,49
772,56
773,86
774,53
775,46
776,12
777,43
778,10
779,85
780,20
781,0
782,23
783,46
784,50
785,33
786,71
787,32
788,78
789,4
790,50
791,13
792,60
793,86
794,66
795,42
796,19
797,73
798,96
799,45
800,2
801,94
802,83
803,47
804,0
805,2
806,99
807,9
808,59
809,95
810,61
811,27
812,90
813,18
814,40
815,86
816,95
817,24
818,47
819,49
820,11
821,90
822,9
823,77
824,2
825,9
826,33
827,48
828,73
829,85
830,78
831,23
832,70
833,99
834,2
835,54
836,21
837,34
838,57
839,56
840,5
841,9
842,21
843,66
844,10
845,85
846,22
847,66
848,20
849,17
850,2
851,4
852,93
853,22
854,11
855,62
856,40
857,69
858,19
859,36
860,26
861,98
862,87
863,17
864,8
865,50
866,25
867,13
868,37
869,38
870,14
871,52
872,85
873,99
874,82
875,80
876,5
877,71
878,50
879,70
880,4
881,65
882,16
883,70
884,34
885,29
886,9
887,70
888,31
889,27
890,87
891,89
892,80
893,84
894,95
895,0
896,82
897,95
898,74
899,69
900,20
901,23
902,50
903,84
904,51
905,91
906,8
907,7
908,26
909,90
910,16
911,24
912,52
913,30
914,29
915,77
916,76
917,64
918,34
919,56
920,80
921,84
922,66
923,41
924,62
925,48
926,22
927,9
928,0
929,81
930,60
931,51
932,48
933,86
934,44
935,65
936,72
937,87
938,11
939,97
940,41
941,98
942,56
943,88
944,0
945,49
946,71
947,17
948,38
949,19
950,33
951,82
952,71
953,3
954,96
955,7
956,42
957,7
958,51
959,89
960,72
961,10
962,97
963,20
964,36
965,49
966,51
967,14
968,69
969,13
970,82
971,95
972,24
973,7
974,59
975,65
976,61
977,23
978,12
979,24
980,43
981,17
982,81
983,32
984,15
985,36
986,22
987,18
988,0
989,29
990,41
991,88
992,14
993,57
994,50
995,46
996,36
997,85
998,35
999,77
